,country,language,gender,hasAndroidApp,hasIosApp,daysSinceLastLogin,productsListed,productsSold,productsPassRate,productsWished,productsBought,socialProductsLiked,socialNbFollowers,socialNbFollows,OS
40720,Etats-Unis,en,F,False,True,307,0,0,0.0,0,0,1,3,8,iOS
40739,Chine,en,F,False,True,697,0,0,0.0,0,0,24,3,8,iOS
40744,Suède,en,F,False,True,79,0,0,0.0,84,2,26,6,4,iOS
40752,Irlande,en,F,False,False,701,0,0,0.0,1,0,0,3,8,Browser
40755,Etats-Unis,en,M,False,False,318,0,0,0.0,4,1,0,4,10,Browser
40756,Royaume-Uni,en,F,False,False,287,0,0,0.0,0,0,1,3,8,Browser
40760,Royaume-Uni,en,F,False,False,259,0,0,0.0,0,0,3,3,8,Browser
40761,Etats-Unis,en,F,False,False,688,0,0,0.0,1,0,0,3,8,Browser
40763,Allemagne,en,M,False,True,697,0,0,0.0,0,0,1,3,8,iOS
40767,Etats-Unis,en,F,False,True,701,0,0,0.0,0,0,4,3,8,iOS
40768,Ukraine,en,F,False,False,21,0,0,0.0,9,0,1,3,8,Browser
40777,Chine,en,F,False,False,701,0,0,0.0,0,0,1,3,8,Browser
40778,Etats-Unis,en,F,False,True,701,0,0,0.0,0,0,4,3,8,iOS
40781,Italie,it,M,False,True,204,1,4,75.0,0,0,0,10,8,iOS
40783,Hong Kong,en,F,False,False,31,0,0,0.0,0,0,1,3,8,Browser
40786,Etats-Unis,en,F,False,True,701,0,0,0.0,0,0,4,3,8,iOS
40787,France,fr,F,False,False,93,0,0,0.0,0,0,2,3,8,Browser
40788,Hong Kong,en,F,False,True,692,0,0,0.0,0,0,1,3,8,iOS
40790,France,en,F,False,False,128,0,0,0.0,0,0,2,3,8,Browser
40791,Etats-Unis,en,F,False,True,701,0,0,0.0,0,0,4,3,8,iOS
40795,Royaume-Uni,en,F,False,False,180,0,0,0.0,0,0,1,3,8,Browser
40797,Etats-Unis,en,F,False,True,701,0,0,0.0,0,0,4,3,8,iOS
40799,Etats-Unis,en,F,False,True,701,0,0,0.0,0,0,4,3,8,iOS
40806,Etats-Unis,en,F,False,True,701,0,0,0.0,0,0,4,3,8,iOS
40813,Etats-Unis,en,F,False,True,701,0,0,0.0,0,0,4,3,8,iOS
40814,France,fr,M,False,False,701,0,0,0.0,0,1,0,3,8,Browser
40817,Etats-Unis,en,F,False,False,284,0,0,0.0,0,0,1,3,8,Browser
40818,Etats-Unis,en,F,False,True,701,0,0,0.0,0,0,4,3,8,iOS
40821,France,fr,F,False,False,25,0,0,0.0,0,0,2,3,8,Browser
40823,Etats-Unis,en,F,False,True,701,0,0,0.0,0,0,4,3,8,iOS
40824,France,fr,F,False,False,183,0,0,0.0,1,0,1,3,9,Browser
40826,Etats-Unis,en,F,False,False,651,0,0,0.0,7,0,0,3,8,Browser
40828,Russie,en,F,False,True,436,0,0,0.0,0,0,1,3,8,iOS
40829,Singapour,en,F,False,True,31,0,0,0.0,9,0,19,3,9,iOS
40831,Etats-Unis,en,F,False,True,701,0,0,0.0,0,0,4,3,8,iOS
40834,Etats-Unis,en,F,False,True,701,0,0,0.0,0,0,4,3,8,iOS
40835,France,fr,F,False,False,701,0,0,0.0,1,1,1,5,9,Browser
40839,France,fr,F,False,False,41,0,1,0.0,0,0,0,6,8,Browser
40841,Italie,en,F,False,True,194,0,11,75.0,0,0,1,12,8,iOS
40842,Pays-Bas,en,F,False,False,30,0,0,0.0,0,0,30,3,8,Browser
40845,Danemark,en,F,False,False,273,0,0,0.0,0,2,2,5,8,Browser
40848,Etats-Unis,en,F,False,True,701,0,0,0.0,0,0,4,3,8,iOS
40855,Etats-Unis,en,F,False,True,701,0,0,0.0,0,0,4,3,8,iOS
40857,Etats-Unis,en,F,False,False,701,0,0,0.0,2,0,3,3,8,Browser
40860,Etats-Unis,en,F,False,True,701,0,0,0.0,0,0,4,3,8,iOS
40864,France,fr,F,False,False,38,0,0,0.0,54,5,88,3,8,Browser
40866,Italie,de,M,False,True,11,0,0,0.0,0,1,3,3,8,iOS
40869,Etats-Unis,en,F,False,True,701,0,0,0.0,0,0,4,3,8,iOS
40878,Etats-Unis,en,M,False,False,525,0,0,0.0,1,1,0,3,8,Browser
40881,France,fr,F,False,False,109,0,0,0.0,1,1,2,3,8,Browser
40882,Etats-Unis,en,F,False,True,701,0,0,0.0,0,0,4,3,8,iOS
40889,Espagne,es,F,True,False,20,17,26,88.0,0,0,1,15,8,Android
40890,France,fr,F,False,True,687,0,1,0.0,0,0,0,6,10,iOS
40891,Allemagne,de,F,False,True,465,0,0,0.0,0,0,105,4,8,iOS
40893,Allemagne,de,M,False,False,692,0,0,0.0,0,1,0,3,8,Browser
40894,Etats-Unis,en,F,False,False,338,0,0,0.0,3,0,2,3,8,Browser
40895,Italie,it,F,False,False,701,0,0,0.0,0,0,1,3,8,Browser
40900,France,fr,F,False,False,664,1,0,0.0,0,0,0,3,8,Browser
40903,France,fr,F,False,False,666,0,0,0.0,1,0,3,3,9,Browser
40905,Canada,en,F,False,False,17,0,3,0.0,0,0,1,4,8,Browser
40908,Danemark,en,F,False,False,86,0,0,0.0,0,0,5,3,8,Browser
40921,Etats-Unis,en,F,False,False,701,0,0,0.0,2,0,0,3,8,Browser
40923,Allemagne,de,M,False,True,525,0,1,0.0,0,1,4,4,8,iOS
40924,Taiwan,en,F,False,False,701,0,0,0.0,0,0,1,9,9,Browser
40949,France,fr,F,False,False,701,0,0,0.0,1,0,1,3,8,Browser
40951,Italie,it,F,False,True,462,0,0,0.0,0,0,3,3,8,iOS
40955,Etats-Unis,en,F,False,True,13,0,0,0.0,4,0,3,3,8,iOS
40957,France,fr,F,False,False,157,0,0,0.0,5,0,5,3,8,Browser
40966,Singapour,en,F,True,False,677,0,0,0.0,0,0,1,3,8,Android
40982,France,fr,F,False,True,596,0,0,0.0,2,0,2,3,9,iOS
40983,Italie,it,F,False,False,701,0,0,0.0,1,0,0,3,8,Browser
40984,Etats-Unis,en,F,False,False,701,0,0,0.0,0,0,8,3,8,Browser
40986,Etats-Unis,en,F,False,False,701,0,0,0.0,2,0,0,3,8,Browser
40995,Allemagne,de,M,False,True,697,0,0,0.0,0,0,1,3,8,iOS
41001,Etats-Unis,en,F,False,False,701,0,0,0.0,0,0,1,3,8,Browser
41004,Italie,it,F,False,True,57,0,1,0.0,0,1,0,6,8,iOS
41006,Allemagne,de,F,False,False,701,0,0,0.0,1,0,1,3,8,Browser
41007,Royaume-Uni,en,F,False,True,177,0,0,0.0,0,2,2,3,8,iOS
41008,France,fr,M,False,False,692,0,0,0.0,0,1,0,4,8,Browser
41009,Italie,it,F,False,False,11,15,19,94.0,0,0,3,12,8,Browser
41014,Royaume-Uni,en,F,False,True,478,0,0,0.0,2,0,8,3,8,iOS
41024,Irlande,en,F,False,False,701,0,0,0.0,0,1,0,5,8,Browser
41030,Suisse,fr,F,False,False,701,0,0,0.0,1,2,0,9,8,Browser
41031,Belgique,fr,F,False,True,16,0,0,0.0,0,1,93,7,8,iOS
41033,Italie,en,F,False,True,673,0,1,0.0,0,0,0,7,8,iOS
41038,Suède,en,F,False,False,11,1,0,0.0,9,6,213,6,9,Browser
41045,Japon,en,F,False,False,701,0,0,0.0,1,0,0,3,8,Browser
41054,France,fr,F,False,False,293,0,0,0.0,0,2,0,3,9,Browser
41055,France,fr,F,False,False,286,0,0,0.0,0,0,1,3,8,Browser
41058,Allemagne,de,F,False,False,11,0,0,0.0,3,0,2,3,8,Browser
41060,Italie,it,M,False,False,701,0,0,0.0,30,0,24,3,8,Browser
41069,France,fr,F,False,False,562,0,0,0.0,4,0,1,3,8,Browser
41071,Finlande,en,F,False,True,36,0,0,0.0,0,20,88,11,8,iOS
41072,Royaume-Uni,en,F,False,False,507,0,0,0.0,1,0,0,3,8,Browser
41073,Allemagne,de,M,False,False,42,0,0,0.0,0,1,0,3,8,Browser
41075,Suisse,fr,F,False,False,401,0,0,0.0,0,0,3,3,8,Browser
41083,France,en,F,False,True,206,0,0,0.0,0,0,19,4,8,iOS
41100,France,en,F,False,False,218,0,0,0.0,0,0,3,3,8,Browser
41105,Italie,it,F,True,False,700,0,0,0.0,1,0,0,4,8,Android
41107,Etats-Unis,en,F,False,True,701,0,0,0.0,0,0,7,3,8,iOS
41110,Belgique,fr,F,False,True,701,0,0,0.0,0,0,4,3,8,iOS
41115,Italie,it,F,False,True,11,0,0,0.0,72,14,11,4,8,iOS
41121,France,fr,F,False,False,701,0,0,0.0,0,1,0,3,8,Browser
41125,Espagne,es,F,False,False,287,0,0,0.0,0,0,4,3,8,Browser
41132,Italie,it,F,False,False,701,0,0,0.0,47,0,19,5,8,Browser
41133,Etats-Unis,en,F,False,True,656,0,0,0.0,0,0,5,3,8,iOS
41134,Etats-Unis,en,F,False,False,415,0,0,0.0,0,0,1,3,8,Browser
41136,France,fr,F,False,False,549,0,0,0.0,0,4,0,4,8,Browser
41137,Royaume-Uni,en,F,False,False,505,0,0,0.0,0,0,2,4,8,Browser
41143,France,fr,F,False,True,18,2,4,100.0,0,0,1,8,9,iOS
41148,Italie,de,F,False,True,579,0,0,0.0,2,0,11,3,8,iOS
41150,Italie,it,F,False,False,687,0,0,0.0,0,0,5,3,8,Browser
41157,France,fr,M,False,False,219,0,0,0.0,1,1,0,3,8,Browser
41158,Etats-Unis,en,F,False,False,701,0,0,0.0,0,0,8,5,8,Browser
41160,Etats-Unis,en,M,False,False,701,0,0,0.0,0,0,3,3,9,Browser
41161,Italie,it,M,True,True,591,0,0,0.0,0,0,1,3,8,Both Apps
41162,Espagne,es,F,False,False,442,0,1,0.0,0,1,0,8,8,Browser
41166,Australie,en,F,False,True,450,0,0,0.0,2,0,7,3,8,iOS
41167,France,fr,F,False,True,231,0,1,0.0,0,0,9,5,8,iOS
41179,Allemagne,de,F,False,True,567,0,0,0.0,0,0,37,3,8,iOS
41182,France,fr,F,False,True,14,0,0,0.0,1,16,599,8,8,iOS
41186,France,fr,M,False,True,397,0,2,0.0,0,0,0,6,8,iOS
41189,Suisse,en,F,False,False,295,0,0,0.0,3,0,3,3,8,Browser
41190,Australie,en,F,False,False,701,0,0,0.0,1,0,0,3,8,Browser
41191,France,fr,F,True,False,12,1,7,100.0,24,4,2,10,9,Android
41198,Etats-Unis,en,F,True,False,681,0,0,0.0,0,0,4,5,8,Android
41204,Allemagne,de,F,False,False,44,1,4,75.0,0,2,106,20,8,Browser
41205,Etats-Unis,en,F,False,True,656,0,0,0.0,4,0,4,6,8,iOS
41209,France,fr,F,False,False,279,0,0,0.0,13,0,0,3,8,Browser
41211,France,fr,F,False,False,701,0,0,0.0,13,0,1,3,8,Browser
41212,Italie,it,F,False,False,578,0,0,0.0,2,2,2,4,8,Browser
41216,Royaume-Uni,en,F,False,False,701,0,0,0.0,1,0,0,3,8,Browser
41224,France,fr,M,False,False,332,0,0,0.0,0,0,4,3,8,Browser
41226,France,fr,M,False,False,701,0,0,0.0,0,1,0,3,8,Browser
41233,Etats-Unis,en,M,True,False,623,0,0,0.0,0,0,1,3,8,Android
41238,Etats-Unis,en,F,False,False,567,0,0,0.0,3,1,0,3,8,Browser
41241,Etats-Unis,en,F,False,False,701,0,0,0.0,0,0,1,3,8,Browser
41246,Etats-Unis,en,F,False,False,584,0,0,0.0,0,0,1,3,8,Browser
41257,Espagne,es,F,True,False,647,0,0,0.0,0,0,1,5,9,Android
41258,Suède,en,F,False,True,29,0,0,0.0,0,0,1,3,8,iOS
41263,Etats-Unis,en,F,False,False,22,0,0,0.0,0,0,9,3,8,Browser
41272,Royaume-Uni,en,F,False,True,17,0,0,0.0,0,0,21,3,8,iOS
41277,Cameroun,fr,M,False,False,587,0,0,0.0,0,0,1,3,8,Browser
41278,Canada,en,F,False,False,342,0,0,0.0,0,0,21,3,8,Browser
41285,Grèce,en,F,False,True,570,0,0,0.0,0,1,9,3,8,iOS
41297,Belgique,fr,F,False,True,183,0,0,0.0,6,0,7,3,10,iOS
41312,Italie,it,M,False,False,139,0,0,0.0,0,1,0,4,8,Browser
41321,Italie,it,F,False,False,639,0,0,0.0,0,0,2,3,8,Browser
41325,Royaume-Uni,en,F,False,False,701,0,0,0.0,0,0,1,3,8,Browser
41326,Allemagne,de,F,False,False,21,0,0,0.0,13,0,3,3,8,Browser
41327,Etats-Unis,en,F,False,False,700,0,0,0.0,1,0,0,3,8,Browser
41332,Allemagne,de,F,False,True,27,0,0,0.0,0,1,1,3,9,iOS
41333,Grèce,en,F,False,False,232,0,0,0.0,4,0,11,3,8,Browser
41336,Allemagne,de,F,False,False,114,0,0,0.0,1,0,0,3,8,Browser
41338,Suisse,en,M,False,False,695,0,0,0.0,0,1,0,3,8,Browser
41340,Croatie,en,F,False,True,29,0,1,0.0,4,3,25,8,8,iOS
41342,Suisse,de,F,False,True,126,0,0,0.0,1,2,4,11,21,iOS
41343,France,fr,F,False,True,694,0,0,0.0,0,0,1,3,8,iOS
41357,France,fr,F,False,False,669,0,0,0.0,1,0,0,3,8,Browser
41362,Etats-Unis,en,F,False,False,27,0,0,0.0,87,0,75,9,8,Browser
41366,Etats-Unis,en,F,False,False,701,0,0,0.0,0,0,11,3,8,Browser
41373,Italie,it,M,True,False,591,0,0,0.0,0,0,2,3,8,Android
41374,Royaume-Uni,en,F,True,False,39,0,0,0.0,2,0,15,3,8,Android
41375,Royaume-Uni,en,F,False,False,693,0,0,0.0,0,1,0,3,8,Browser
41382,Belgique,fr,F,False,True,80,0,0,0.0,0,0,2,3,9,iOS
41390,Espagne,es,F,False,True,218,1,5,100.0,3,2,27,30,37,iOS
41397,France,fr,F,False,False,518,0,0,0.0,1,1,1,3,8,Browser
41398,France,fr,F,False,True,224,1,1,0.0,69,2,15,12,8,iOS
41405,France,fr,F,False,False,151,1,0,0.0,0,0,0,3,8,Browser
41416,Etats-Unis,en,F,False,False,183,0,3,100.0,0,0,0,6,8,Browser
41424,France,fr,F,False,False,701,0,0,0.0,1,0,0,3,8,Browser
41425,Allemagne,de,M,True,True,275,0,0,0.0,1,0,21,3,8,Both Apps
41428,Italie,it,F,True,False,566,0,0,0.0,1,0,0,3,8,Android
41431,France,fr,M,False,False,347,0,0,0.0,0,0,1,3,8,Browser
41432,Émirats arabes unis,en,F,False,True,689,0,0,0.0,0,0,1,3,8,iOS
41435,France,fr,F,False,False,34,0,0,0.0,7,6,35,4,10,Browser
41436,Italie,it,F,False,True,140,0,0,0.0,1,0,78,7,22,iOS
41444,Allemagne,de,F,False,True,38,0,1,0.0,3,2,5,10,18,iOS
41448,France,fr,M,True,True,455,0,0,0.0,3,0,4,5,8,Both Apps
41450,Allemagne,de,M,False,True,279,0,0,0.0,5,0,31,4,8,iOS
41454,Etats-Unis,en,F,False,False,336,0,0,0.0,15,4,12,3,8,Browser
41465,Allemagne,de,F,False,True,682,0,0,0.0,0,0,1,3,8,iOS
41470,Pologne,en,M,False,False,701,0,0,0.0,0,1,0,5,8,Browser
41472,Roumanie,en,F,False,True,12,0,0,0.0,0,0,44,3,8,iOS
41473,Espagne,es,F,False,True,11,2,0,0.0,507,5,74,11,8,iOS
41477,Etats-Unis,en,F,False,True,690,0,0,0.0,0,0,1,3,8,iOS
41484,Allemagne,en,F,False,False,404,0,0,0.0,2,0,3,3,8,Browser
41485,France,fr,F,False,False,134,0,0,0.0,0,2,1,3,8,Browser
41494,Etats-Unis,en,F,False,False,679,0,0,0.0,1,0,0,3,8,Browser
41502,France,fr,F,False,False,23,0,0,0.0,0,0,5,3,8,Browser
41506,Italie,it,M,False,False,701,0,0,0.0,0,0,5,3,8,Browser
41507,Pays-Bas,en,F,False,True,118,0,0,0.0,0,0,1,3,8,iOS
41517,France,fr,M,False,True,16,0,0,0.0,1,1,1,3,8,iOS
41520,Danemark,en,F,False,False,701,0,0,0.0,1,0,0,3,8,Browser
41521,Italie,it,F,False,True,239,0,0,0.0,111,0,86,3,8,iOS
41526,France,fr,M,False,False,669,0,0,0.0,2,0,0,3,8,Browser
41529,France,fr,M,False,False,11,0,0,0.0,6,1,4,3,8,Browser
41530,Royaume-Uni,en,F,False,False,462,0,0,0.0,0,1,0,3,8,Browser
41537,France,fr,F,False,True,688,0,0,0.0,0,0,25,3,8,iOS
41546,Etats-Unis,en,F,True,False,357,0,0,0.0,171,1,194,8,9,Android
41547,Italie,de,F,False,False,33,1,0,0.0,1,0,0,4,8,Browser
41551,Allemagne,de,F,False,True,28,1,2,100.0,1,0,2,10,16,iOS
41554,Etats-Unis,en,F,False,True,492,0,0,0.0,1,0,1,3,8,iOS
41556,Espagne,es,F,False,False,701,0,0,0.0,0,0,6,3,8,Browser
41561,France,fr,F,True,False,600,0,0,0.0,1,0,0,3,8,Android
41564,Italie,it,F,False,True,12,1,1,0.0,2,0,117,3,8,iOS
41568,Italie,it,F,False,True,20,11,12,91.0,5,0,3,15,9,iOS
41578,France,fr,M,False,False,231,0,0,0.0,1,0,0,3,8,Browser
41583,Belgique,fr,F,False,False,106,0,0,0.0,10,1,16,9,8,Browser
41584,Russie,en,F,False,True,565,0,0,0.0,9,0,5,3,8,iOS
41588,Allemagne,de,F,False,False,537,0,0,0.0,22,2,0,4,8,Browser
41589,France,fr,F,False,True,680,0,0,0.0,0,0,3,4,8,iOS
41595,Djibouti,fr,F,False,True,701,0,0,0.0,0,0,18,3,8,iOS
41596,Allemagne,de,F,False,False,701,0,0,0.0,2,0,0,3,8,Browser
41599,France,en,F,False,False,280,0,0,0.0,0,1,1,3,8,Browser
41611,Etats-Unis,en,F,False,False,626,0,0,0.0,1,0,0,3,9,Browser
41614,Royaume-Uni,en,F,False,False,701,0,0,0.0,0,0,1,3,8,Browser
41621,Canada,en,F,False,False,207,0,0,0.0,1,0,1,3,8,Browser
41627,Etats-Unis,en,F,False,False,701,0,0,0.0,0,0,4,3,8,Browser
41638,Etats-Unis,en,F,False,False,701,0,0,0.0,0,0,1,3,10,Browser
41641,Italie,it,F,False,False,19,1,0,0.0,0,0,0,3,8,Browser
41643,Etats-Unis,en,F,False,False,27,0,0,0.0,2,0,0,3,8,Browser
41645,France,fr,F,False,True,286,0,0,0.0,0,0,3,3,8,iOS
41646,Etats-Unis,en,F,False,False,571,0,0,0.0,0,2,0,3,8,Browser
41647,Pays-Bas,en,F,False,True,136,0,0,0.0,0,1,15,3,8,iOS
41651,Danemark,en,F,False,True,15,0,0,0.0,8,6,21,4,8,iOS
41653,France,fr,M,False,False,19,5,0,0.0,6,0,3,3,9,Browser
41662,France,fr,F,False,False,351,1,0,0.0,0,0,0,3,8,Browser
41669,Finlande,en,F,False,False,123,0,0,0.0,0,0,5,3,8,Browser
41673,Suède,en,F,False,False,269,0,0,0.0,0,0,4,3,8,Browser
41677,Etats-Unis,en,M,False,True,392,0,1,0.0,10,1,1,4,8,iOS
41687,Danemark,en,F,False,False,448,0,0,0.0,0,0,10,3,8,Browser
41701,Allemagne,de,M,False,True,701,0,0,0.0,1,0,1,3,8,iOS
41702,France,fr,F,False,True,681,0,0,0.0,0,0,2,3,8,iOS
41704,France,fr,F,False,True,701,0,0,0.0,0,0,3,3,8,iOS
41707,Allemagne,de,M,False,True,71,0,0,0.0,1,0,5,4,8,iOS
41710,Chine,en,F,False,True,613,0,0,0.0,0,0,1,3,8,iOS
41724,Allemagne,de,M,False,False,635,0,0,0.0,2,0,1,3,8,Browser
41730,Suisse,fr,M,True,False,695,0,0,0.0,0,0,1,3,9,Android
41734,Allemagne,de,M,False,True,655,0,0,0.0,0,0,1,3,8,iOS
41738,France,fr,F,False,True,25,0,0,0.0,0,0,35,3,8,iOS
41740,Norvège,en,F,False,False,263,0,0,0.0,0,0,8,3,8,Browser
41741,Royaume-Uni,en,F,False,True,411,0,0,0.0,0,0,1,3,8,iOS
41743,Allemagne,de,M,False,False,701,0,0,0.0,0,1,0,3,8,Browser
41748,Etats-Unis,en,F,False,False,701,0,0,0.0,0,0,1,3,8,Browser
41750,Suisse,fr,F,False,True,24,0,0,0.0,4,0,61,6,8,iOS
41758,France,fr,F,True,False,13,0,0,0.0,2,0,2,3,8,Android
41762,Royaume-Uni,en,F,False,True,142,0,0,0.0,0,0,9,3,9,iOS
41765,Etats-Unis,en,F,False,False,114,0,0,0.0,5,1,1,3,8,Browser
41771,France,fr,F,False,False,701,0,0,0.0,1,0,23,3,8,Browser
41774,Italie,it,F,False,False,11,14,11,100.0,0,0,2,8,9,Browser
41779,France,fr,M,False,True,112,0,0,0.0,0,0,3,4,9,iOS
41781,Allemagne,de,F,False,False,611,0,0,0.0,0,0,1,3,8,Browser
41782,Allemagne,de,F,False,False,701,0,0,0.0,0,0,1,3,8,Browser
41787,Allemagne,de,M,False,False,608,0,0,0.0,0,0,1,3,8,Browser
41788,Royaume-Uni,en,M,False,True,639,0,0,0.0,1,1,6,3,8,iOS
41796,Etats-Unis,en,F,False,False,220,0,0,0.0,0,2,4,3,8,Browser
41805,Espagne,es,M,False,False,686,0,0,0.0,0,1,0,5,8,Browser
41806,France,fr,F,False,False,34,0,0,0.0,0,1,2,3,8,Browser
41808,Etats-Unis,en,F,False,False,526,0,0,0.0,0,0,1,3,8,Browser
41810,Allemagne,de,F,False,False,645,0,0,0.0,12,4,26,8,8,Browser
41811,Espagne,es,F,False,False,701,0,0,0.0,0,0,1,3,8,Browser
41814,Danemark,en,F,True,False,470,0,0,0.0,0,0,1,3,8,Android
41816,Italie,it,M,True,False,222,0,0,0.0,0,1,14,4,8,Android
41822,France,fr,F,False,True,156,0,0,0.0,0,2,0,3,8,iOS
41823,Italie,it,F,False,True,93,0,0,0.0,1,0,14,4,9,iOS
41825,France,fr,M,False,True,687,0,0,0.0,0,0,1,3,8,iOS
41826,France,fr,F,False,True,212,0,5,80.0,0,0,0,8,8,iOS
41828,Allemagne,de,F,False,False,466,0,0,0.0,0,3,0,4,8,Browser
41846,Allemagne,de,F,False,True,654,0,0,0.0,0,0,11,3,8,iOS
41847,Allemagne,de,M,False,True,634,0,0,0.0,0,0,1,3,8,iOS
41850,Allemagne,de,F,False,True,581,0,0,0.0,0,0,139,5,8,iOS
41852,Danemark,en,F,False,False,349,0,0,0.0,2,0,0,3,8,Browser
41854,Allemagne,de,M,True,False,690,0,0,0.0,0,0,1,3,8,Android
41857,Italie,it,F,False,True,74,0,0,0.0,0,0,27,3,8,iOS
41874,Roumanie,es,F,False,True,273,0,0,0.0,0,0,5,3,11,iOS
41888,Israel,en,F,False,False,656,0,0,0.0,1,0,0,3,8,Browser
41893,Royaume-Uni,en,F,False,False,417,0,0,0.0,0,0,1,3,8,Browser
41902,Italie,it,F,False,False,100,0,0,0.0,0,0,8,3,8,Browser
41903,Belgique,en,F,False,False,41,0,0,0.0,2,2,28,8,10,Browser
41912,Suède,en,F,False,False,701,0,0,0.0,1,0,0,3,8,Browser
41916,Etats-Unis,en,F,False,True,681,0,0,0.0,0,0,2,3,8,iOS
41917,Émirats arabes unis,en,F,False,False,701,0,0,0.0,10,0,0,3,8,Browser
41921,Etats-Unis,en,F,False,False,12,0,0,0.0,0,0,27,3,8,Browser
41929,France,fr,F,False,True,13,4,21,80.0,0,1,165,23,8,iOS
41935,Italie,it,F,False,True,654,0,0,0.0,0,0,9,3,8,iOS
41941,Allemagne,de,F,False,True,690,0,0,0.0,0,1,8,5,8,iOS
41943,Espagne,es,F,False,False,687,0,0,0.0,0,0,1,3,8,Browser
41947,France,fr,M,True,False,348,0,0,0.0,2,0,1,3,8,Android
41949,Etats-Unis,en,F,False,True,17,0,0,0.0,0,6,112,4,8,iOS
41950,France,fr,F,False,True,169,0,0,0.0,42,3,14,3,12,iOS
41954,Allemagne,de,F,False,True,688,0,0,0.0,0,0,18,3,8,iOS
41958,Etats-Unis,en,F,False,False,287,1,0,0.0,0,0,0,6,8,Browser
41960,France,fr,F,False,False,202,0,0,0.0,0,0,2,3,8,Browser
41965,France,fr,F,False,True,686,0,0,0.0,1,0,0,3,8,iOS
41966,Espagne,es,F,False,False,53,0,0,0.0,0,0,2,3,8,Browser
41975,Pays-Bas,en,F,False,True,631,0,2,100.0,1,0,0,4,8,iOS
41990,France,fr,F,False,False,58,0,0,0.0,0,1,5,4,8,Browser
41992,Suède,en,M,False,False,48,0,0,0.0,7,0,46,3,8,Browser
41997,France,fr,F,False,True,129,0,0,0.0,6,0,0,3,8,iOS
42003,Hong Kong,en,M,False,True,408,0,0,0.0,0,0,3,3,8,iOS
42011,Italie,it,F,False,False,308,0,0,0.0,2,0,0,3,8,Browser
42013,France,fr,F,False,True,700,0,0,0.0,0,0,2,3,8,iOS
42015,Royaume-Uni,en,M,False,True,182,0,0,0.0,29,4,4,4,9,iOS
42032,Etats-Unis,en,F,False,False,252,0,0,0.0,0,1,0,5,8,Browser
42036,France,en,F,False,True,11,0,0,0.0,4,0,10,3,8,iOS
42039,Allemagne,de,F,False,True,692,0,0,0.0,0,0,7,3,8,iOS
42048,Belgique,fr,F,False,False,701,0,0,0.0,1,0,0,3,8,Browser
42053,Espagne,es,M,False,False,275,0,0,0.0,0,0,2,3,8,Browser
42055,Canada,en,F,False,False,270,0,0,0.0,0,0,1,3,8,Browser
42057,Etats-Unis,en,F,False,True,388,0,0,0.0,0,0,1,3,8,iOS
42060,Italie,it,F,False,False,700,0,0,0.0,0,0,1,3,8,Browser
42061,Etats-Unis,en,F,False,False,154,0,0,0.0,3,2,21,3,9,Browser
42062,Danemark,en,F,False,True,12,0,0,0.0,83,0,5,3,8,iOS
42071,Etats-Unis,en,M,False,False,42,0,0,0.0,8,0,0,3,8,Browser
42081,France,fr,F,False,False,701,0,0,0.0,0,0,1,3,8,Browser
42086,Danemark,en,F,False,True,16,0,0,0.0,4,1,13,6,8,iOS
42088,France,fr,M,False,False,598,0,0,0.0,0,0,2,3,8,Browser
42093,Royaume-Uni,en,M,False,True,686,0,0,0.0,6,0,0,3,8,iOS
42094,Etats-Unis,en,F,False,False,314,0,0,0.0,1,0,1,3,8,Browser
42097,Irlande,en,F,False,True,16,0,0,0.0,2,0,10,3,8,iOS
42098,Etats-Unis,en,F,False,False,237,0,0,0.0,7,0,0,3,8,Browser
42105,Royaume-Uni,en,F,False,True,296,0,0,0.0,0,0,2,3,8,iOS
42108,Pays-Bas,en,F,False,False,41,0,0,0.0,6,0,14,3,8,Browser
42112,Autriche,de,M,False,True,118,0,0,0.0,0,0,7,3,8,iOS
42113,Suisse,de,F,False,True,622,0,0,0.0,0,0,2,3,8,iOS
42117,France,fr,F,False,False,542,0,0,0.0,0,1,0,3,8,Browser
42119,Etats-Unis,en,M,False,True,190,0,0,0.0,0,0,1,3,8,iOS
42121,Italie,it,F,False,True,700,0,0,0.0,1,0,0,3,8,iOS
42122,France,fr,M,False,True,344,1,0,0.0,0,0,0,3,9,iOS
42123,Pays-Bas,en,M,False,True,396,0,0,0.0,5,6,4,8,10,iOS
42125,France,fr,F,False,False,700,0,0,0.0,1,0,0,3,8,Browser
42126,Etats-Unis,en,F,False,False,473,0,0,0.0,0,1,24,5,8,Browser
42128,Allemagne,de,F,False,False,102,0,0,0.0,0,0,8,3,8,Browser
42130,Pays-Bas,en,F,False,False,617,0,0,0.0,0,0,1,3,8,Browser
42131,Belgique,fr,F,False,True,34,0,0,0.0,4,0,4,3,8,iOS
42132,Danemark,en,M,False,False,480,0,0,0.0,0,0,2,3,9,Browser
42133,Italie,it,F,False,False,454,0,0,0.0,0,0,1,3,8,Browser
42135,France,fr,F,False,False,696,0,0,0.0,4,1,0,3,8,Browser
42138,Etats-Unis,en,F,False,False,507,0,0,0.0,0,0,8,3,8,Browser
42139,Belgique,en,F,False,True,671,0,0,0.0,0,0,1,3,8,iOS
42142,Royaume-Uni,en,F,False,False,412,0,0,0.0,11,0,0,3,8,Browser
42144,France,fr,F,False,True,626,2,0,0.0,0,0,0,6,8,iOS
